post_id,account_id,account_type,follower_count,media_type,content_category,traffic_source,has_call_to_action,post_date,post_hour,day_of_week,likes,comments,shares,saves,reach,impressions,engagement_rate,followers_gained,caption_length,hashtags_count,performance_bucket_label
IG0024153,7,brand,3551,image,Lifestyle,Home Feed,0,09-09-2025,15,Tuesday,139,5,9,15,2257,3119,5.39,908,121,15,high
IG0024154,13,creator,5824,image,Comedy,Profile,0,18-07-2025,1,Friday,279,4,14,0,9782,15046,1.97,884,122,3,low
IG0024155,17,brand,15923,carousel,Travel,Explore,0,13-06-2025,4,Friday,37,0,2,4,2653,2977,1.44,523,127,13,low
IG0024156,11,brand,9044,image,Technology,External,0,15-12-2024,18,Sunday,158,5,7,23,3110,4460,4.33,288,128,8,high
IG0024157,10,brand,4542,carousel,Music,Reels Feed,0,21-11-2024,17,Thursday,449,16,28,84,6712,10075,5.73,851,117,6,high
IG0024158,1,creator,9461,image,Technology,External,0,01-01-2025,9,Wednesday,269,4,12,37,4166,6182,5.21,311,139,8,high
IG0024159,14,creator,3083,image,Fashion,Hashtags,1,07-07-2025,16,Monday,60,4,4,10,5543,8464,0.92,858,110,7,low
IG0024160,5,brand,10739,carousel,Photography,Hashtags,0,13-02-2025,16,Thursday,75,4,2,15,4618,6323,1.52,191,117,11,low
IG0024161,8,brand,15986,image,Comedy,Profile,1,13-08-2025,7,Wednesday,193,8,8,0,4039,5668,3.69,410,114,8,high
IG0024162,1,brand,9461,carousel,Fashion,Home Feed,1,03-07-2025,21,Thursday,204,4,7,31,3718,4798,5.13,131,114,5,high
IG0024163,7,creator,3551,carousel,Music,Explore,1,04-07-2025,19,Friday,301,11,10,43,13092,20311,1.8,849,108,13,low
IG0024164,2,creator,22291,reel,Beauty,External,1,31-05-2025,13,Saturday,118,5,5,11,1758,2250,6.18,759,99,13,viral
IG0024165,7,brand,3551,image,Fashion,External,0,17-07-2025,8,Thursday,347,11,11,59,5940,7347,5.83,727,121,7,viral
IG0024166,7,brand,3551,carousel,Technology,External,0,05-06-2025,16,Thursday,128,2,4,25,1938,2861,5.56,951,117,8,high
IG0024167,9,creator,6916,reel,Travel,Explore,0,18-07-2025,13,Friday,272,8,17,37,5845,6861,4.87,658,128,7,high
IG0024168,4,creator,4972,carousel,Technology,Hashtags,0,23-09-2025,3,Tuesday,111,4,5,12,4905,5752,2.29,785,117,8,medium
IG0024169,7,creator,3551,reel,Technology,Home Feed,0,11-08-2025,10,Monday,177,8,4,23,11079,16902,1.25,896,131,7,low
IG0024170,20,brand,31095,reel,Comedy,External,0,03-03-2025,6,Monday,180,6,7,22,8886,11958,1.8,465,135,10,low
IG0024171,18,brand,7486,carousel,Lifestyle,Reels Feed,0,18-11-2025,13,Tuesday,491,0,23,67,6928,9734,5.97,387,121,10,viral
IG0024172,13,creator,5824,image,Fitness,Explore,0,03-11-2025,19,Monday,147,4,6,25,3203,3768,4.83,880,114,12,high
IG0024173,11,brand,9044,image,Technology,Home Feed,1,15-07-2025,13,Tuesday,123,0,3,15,6264,7866,1.79,543,110,6,low
IG0024174,9,brand,6916,carousel,Technology,Reels Feed,1,08-01-2025,16,Wednesday,140,3,8,22,3880,4501,3.84,799,117,5,medium
IG0024175,14,creator,3083,reel,Fitness,Reels Feed,1,07-11-2025,14,Friday,202,7,9,42,16361,19380,1.34,931,128,8,low
IG0024176,8,creator,15986,carousel,Travel,External,1,27-01-2025,19,Monday,79,2,6,15,2506,3675,2.78,224,111,8,medium
IG0024177,14,creator,3083,image,Comedy,Explore,1,09-10-2025,13,Thursday,323,9,16,40,4188,4927,7.87,866,129,6,viral
IG0024178,17,brand,15923,reel,Beauty,Reels Feed,1,17-10-2025,21,Friday,688,29,34,96,12334,18620,4.55,42,117,6,high
IG0024179,14,brand,3083,reel,Music,Home Feed,0,26-07-2025,7,Saturday,391,10,19,57,5946,9142,5.22,311,126,9,high
IG0024180,5,creator,10739,image,Music,Reels Feed,0,22-02-2025,1,Saturday,117,2,0,19,1990,2528,5.46,624,120,6,viral
IG0024181,10,creator,4542,carousel,Fashion,Profile,1,10-12-2024,8,Tuesday,88,1,2,18,1477,2072,5.26,7,120,7,high
IG0024182,6,creator,10034,reel,Comedy,Explore,1,09-04-2025,13,Wednesday,274,8,8,43,3854,4506,7.39,321,118,10,viral
IG0024183,10,brand,4542,image,Photography,Hashtags,0,19-08-2025,22,Tuesday,141,2,8,16,3482,5164,3.23,542,118,10,medium
IG0024184,11,brand,9044,reel,Beauty,Reels Feed,1,30-12-2024,12,Monday,258,9,18,46,5261,6994,4.73,175,121,5,high
IG0024185,6,creator,10034,carousel,Music,Hashtags,0,11-08-2025,5,Monday,78,2,2,11,1576,1854,5.02,978,114,9,high
IG0024186,10,brand,4542,carousel,Photography,Profile,1,15-07-2025,2,Tuesday,76,1,3,8,4122,6281,1.4,887,117,7,low
IG0024187,14,brand,3083,reel,Lifestyle,Home Feed,1,22-08-2025,3,Friday,433,10,24,68,11742,16627,3.22,936,110,8,medium
IG0024188,20,creator,31095,reel,Photography,Hashtags,1,22-10-2025,23,Wednesday,191,9,3,33,17710,19790,1.19,265,124,9,low
IG0024189,3,creator,10018,carousel,Photography,Hashtags,0,18-08-2025,6,Monday,482,16,22,68,6264,8721,6.74,227,120,7,viral
IG0024190,7,creator,3551,reel,Beauty,Home Feed,0,18-07-2025,5,Friday,203,0,8,28,3512,5250,4.55,821,101,13,high
IG0024191,2,creator,22291,reel,Lifestyle,Reels Feed,0,08-03-2025,22,Saturday,266,5,13,45,7665,9133,3.6,750,136,8,medium
IG0024192,7,creator,3551,carousel,Photography,Profile,0,16-07-2025,20,Wednesday,316,7,17,0,16845,25649,1.33,826,142,8,low
IG0024193,17,creator,15923,reel,Fitness,External,1,17-10-2025,4,Friday,135,2,9,0,6200,7122,2.05,165,114,11,medium
IG0024194,13,creator,5824,carousel,Food,Home Feed,1,11-10-2025,10,Saturday,353,7,17,64,6686,8053,5.48,484,116,4,high
IG0024195,9,creator,6916,image,Technology,Explore,0,01-09-2025,6,Monday,376,9,19,48,9116,12160,3.72,441,145,5,medium
IG0024196,13,creator,5824,reel,Travel,Home Feed,0,31-07-2025,22,Thursday,202,6,10,28,3764,5258,4.68,3,104,11,high
IG0024197,15,creator,8167,reel,Technology,Home Feed,0,23-05-2025,12,Friday,151,6,8,16,2687,3528,5.13,954,138,5,high
IG0024198,13,brand,5824,image,Fashion,Profile,1,31-03-2025,4,Monday,404,16,19,56,5836,7881,6.28,161,121,10,viral
IG0024199,17,creator,15923,image,Photography,Home Feed,0,27-11-2024,15,Wednesday,171,6,6,21,1979,2870,7.11,756,125,10,low
IG0024200,8,creator,15986,image,Music,Hashtags,0,22-09-2025,14,Monday,0,15,29,0,7016,11195,0.39,974,132,10,high
IG0024201,9,creator,6916,reel,Comedy,Hashtags,0,10-11-2025,7,Monday,369,16,20,70,5876,7748,6.13,162,108,5,viral
IG0024202,9,creator,6916,carousel,Fashion,External,1,27-02-2025,21,Thursday,282,4,15,43,6708,7756,4.44,396,117,9,high
IG0024203,8,creator,15986,image,Beauty,Hashtags,0,04-05-2025,3,Sunday,435,0,19,63,7321,9157,5.65,950,111,9,high
IG0024204,16,creator,9696,image,Comedy,External,0,27-07-2025,12,Sunday,389,9,20,64,5799,6585,7.32,127,130,14,viral
IG0024205,20,creator,31095,image,Comedy,Hashtags,0,03-07-2025,17,Thursday,284,9,15,32,4941,6847,4.97,646,130,6,high
IG0024206,7,creator,3551,carousel,Beauty,Profile,1,25-08-2025,14,Monday,105,3,7,18,4317,6042,2.2,104,121,10,low
IG0024207,17,brand,15923,image,Fitness,Home Feed,0,11-06-2025,1,Wednesday,433,10,14,70,5443,6669,7.9,609,102,5,viral
IG0024208,7,creator,3551,carousel,Technology,Hashtags,0,12-08-2025,4,Tuesday,324,12,0,55,5219,6325,6.18,950,122,9,viral
IG0024209,6,creator,10034,reel,Fashion,Profile,1,01-10-2025,2,Wednesday,81,1,4,9,2849,3415,2.78,492,109,6,medium
IG0024210,5,creator,10739,reel,Technology,Explore,1,05-11-2025,18,Wednesday,217,7,15,29,5719,8670,3.09,627,105,9,medium
IG0024211,17,brand,15923,image,Lifestyle,Hashtags,1,26-03-2025,22,Wednesday,130,8,3,18,8603,12444,1.28,667,115,6,low
IG0024212,8,creator,15986,reel,Music,Profile,0,29-06-2025,4,Sunday,50,1,0,6,1912,2816,2.02,931,114,7,low
IG0024213,1,brand,9461,image,Fashion,Profile,0,11-02-2025,5,Tuesday,535,13,26,85,8578,11507,5.73,988,130,10,viral
IG0024214,16,creator,9696,image,Beauty,Reels Feed,1,16-09-2025,18,Tuesday,54,2,2,0,3247,4635,1.25,673,140,9,low
IG0024215,17,brand,15923,reel,Photography,Profile,0,21-08-2025,7,Thursday,71,2,7,14,3364,3976,2.36,724,126,11,medium
IG0024216,3,creator,10018,carousel,Fashion,Profile,0,13-05-2025,20,Tuesday,90,4,5,15,3102,3709,3.07,6,130,9,medium
IG0024217,13,creator,5824,reel,Fashion,Explore,0,12-09-2025,7,Friday,867,28,58,126,11731,15061,7.16,197,115,6,viral
IG0024218,8,brand,15986,image,Food,Explore,1,15-11-2025,3,Saturday,78,3,4,12,3236,4986,1.95,743,137,9,low
IG0024219,16,creator,9696,carousel,Beauty,Profile,0,16-07-2025,19,Wednesday,198,4,9,39,2880,4431,5.64,802,117,9,high
IG0024220,7,creator,3551,image,Beauty,External,0,06-10-2025,20,Monday,70,1,0,12,1096,1602,5.18,101,131,8,high
IG0024221,15,creator,8167,image,Technology,External,1,27-03-2025,23,Thursday,562,14,24,87,7243,11511,5.97,848,125,6,viral
IG0024222,2,brand,22291,image,Music,External,0,10-05-2025,3,Saturday,97,2,1,18,5599,6859,1.72,140,102,7,low
IG0024223,2,creator,22291,image,Beauty,Profile,1,15-11-2025,5,Saturday,67,1,5,14,1018,1624,5.36,325,130,7,high
IG0024224,10,creator,4542,image,Travel,Profile,1,25-07-2025,23,Friday,164,5,5,33,3836,4547,4.55,979,123,3,high
IG0024225,5,creator,10739,image,Beauty,External,1,02-12-2024,18,Monday,113,0,5,21,3034,4214,3.3,247,161,7,medium
IG0024226,4,brand,4972,image,Travel,Hashtags,0,11-03-2025,5,Tuesday,124,5,5,17,2984,3943,3.83,742,131,12,medium
IG0024227,15,brand,8167,carousel,Photography,Explore,0,03-07-2025,22,Thursday,0,13,20,62,11422,16889,0.56,693,108,8,low
IG0024228,13,creator,5824,image,Music,External,0,07-03-2025,23,Friday,79,2,6,18,2836,3248,3.23,593,115,7,medium
IG0024229,17,creator,15923,image,Fitness,Explore,0,30-04-2025,4,Wednesday,57,0,4,5,1894,2383,2.77,119,121,4,medium
IG0024230,1,creator,9461,image,Fashion,External,0,01-10-2025,3,Wednesday,232,11,11,37,8924,14061,2.07,169,121,6,medium
IG0024231,18,brand,7486,reel,Music,Reels Feed,0,27-12-2024,13,Friday,54,2,5,13,1192,1600,4.62,811,128,11,high
IG0024232,15,creator,8167,reel,Technology,Reels Feed,0,06-06-2025,19,Friday,166,7,6,32,5696,8253,2.56,459,126,9,medium
IG0024233,14,creator,3083,image,Fashion,Reels Feed,0,31-01-2025,18,Friday,590,19,23,101,12361,18219,4.02,156,119,2,medium
IG0024234,9,creator,6916,reel,Travel,Hashtags,0,01-08-2025,13,Friday,224,2,11,40,3504,4440,6.24,965,117,2,viral
IG0024235,12,creator,13798,carousel,Comedy,External,0,20-11-2024,17,Wednesday,115,6,3,0,7497,10370,1.2,223,120,9,low
IG0024236,5,creator,10739,image,Music,Home Feed,0,12-02-2025,5,Wednesday,750,22,39,120,11686,15087,6.17,806,128,5,viral
IG0024237,2,creator,22291,reel,Technology,Home Feed,0,10-09-2025,13,Wednesday,73,2,4,3,1830,2261,3.63,341,137,6,medium
IG0024238,7,creator,3551,carousel,Travel,Home Feed,0,16-06-2025,0,Monday,174,4,7,35,2465,3280,6.71,404,141,14,viral
IG0024239,9,brand,6916,image,Technology,Hashtags,0,21-11-2024,5,Thursday,146,4,11,25,5788,7615,2.44,661,110,8,low
IG0024240,18,creator,7486,carousel,Technology,Reels Feed,0,27-05-2025,4,Tuesday,566,26,29,84,8037,10753,6.56,946,146,8,viral
IG0024241,4,creator,4972,image,Technology,Profile,1,09-03-2025,1,Sunday,253,9,7,31,9498,10507,2.86,286,101,5,medium
IG0024242,2,creator,22291,carousel,Music,Home Feed,1,14-04-2025,10,Monday,396,11,20,66,5210,5757,8.56,290,107,12,viral
IG0024243,1,creator,9461,image,Comedy,Explore,0,17-07-2025,4,Thursday,506,11,23,71,7127,9899,6.17,874,107,8,viral
IG0024244,12,creator,13798,image,Travel,Profile,0,28-05-2025,15,Wednesday,479,0,23,54,20107,27080,2.05,869,133,6,medium
IG0024245,13,brand,5824,image,Fitness,Home Feed,0,12-01-2025,22,Sunday,129,5,2,17,6306,8310,1.84,436,113,3,low
IG0024246,14,creator,3083,carousel,Travel,Home Feed,0,05-05-2025,11,Monday,132,2,6,16,3291,4279,3.65,486,109,8,medium
IG0024247,5,creator,10739,carousel,Beauty,External,1,16-01-2025,11,Thursday,159,5,7,18,7717,10136,1.86,189,127,8,low
IG0024248,3,brand,10018,carousel,Fashion,Reels Feed,1,12-02-2025,16,Wednesday,83,6,5,0,6833,10731,0.88,320,139,13,low
IG0024249,4,creator,4972,carousel,Comedy,Home Feed,1,11-03-2025,4,Tuesday,677,20,47,115,12274,18118,4.74,733,123,7,high
IG0024250,17,brand,15923,image,Music,Profile,0,14-03-2025,23,Friday,37,3,1,3,3599,4350,1.01,552,112,5,low
IG0024251,19,brand,3447,reel,Food,External,1,28-04-2025,23,Monday,70,3,2,10,2816,3859,2.2,888,122,6,low
IG0024252,11,brand,9044,carousel,Fitness,Profile,0,30-01-2025,23,Thursday,424,17,18,77,9694,13441,3.99,720,127,7,high
IG0024253,8,creator,15986,reel,Fashion,External,0,15-07-2025,0,Tuesday,105,1,8,22,3160,4016,3.39,512,124,12,medium
IG0024254,12,brand,13798,carousel,Food,Home Feed,1,22-04-2025,7,Tuesday,59,1,3,4,3453,4824,1.39,707,115,5,low
IG0024255,18,creator,7486,reel,Beauty,Reels Feed,0,23-11-2024,14,Saturday,118,0,1,15,1742,2390,5.61,316,123,9,viral
IG0024256,18,brand,7486,image,Travel,Profile,0,22-07-2025,23,Tuesday,267,8,15,0,4942,5930,4.89,260,127,10,high
IG0024257,9,creator,6916,image,Travel,Home Feed,0,15-09-2025,20,Monday,183,9,10,23,4786,5530,4.07,966,122,16,medium
IG0024258,5,brand,10739,reel,Comedy,Reels Feed,0,18-09-2025,10,Thursday,211,3,12,32,5313,6328,4.08,576,123,9,high
IG0024259,17,creator,15923,carousel,Music,Explore,1,12-12-2024,10,Thursday,143,2,5,24,12966,19930,0.87,783,113,8,low
IG0024260,13,creator,5824,reel,Music,External,1,10-09-2025,5,Wednesday,132,4,6,0,1778,2314,6.14,561,115,4,viral
IG0024261,6,brand,10034,carousel,Fashion,Reels Feed,0,05-06-2025,15,Thursday,140,5,6,19,7309,11079,1.53,383,124,14,low
IG0024262,14,creator,3083,reel,Lifestyle,Home Feed,1,27-02-2025,17,Thursday,69,1,1,11,2881,4462,1.84,907,142,6,low
IG0024263,15,creator,8167,reel,Beauty,Explore,1,25-03-2025,17,Tuesday,125,5,4,29,3850,4816,3.38,581,134,14,medium
IG0024264,14,creator,3083,reel,Lifestyle,Reels Feed,1,19-08-2025,14,Tuesday,82,3,4,14,2374,2899,3.55,93,123,10,medium
IG0024265,4,creator,4972,carousel,Technology,Profile,0,24-01-2025,0,Friday,92,5,2,11,6164,8693,1.27,465,117,14,low
IG0024266,18,creator,7486,reel,Fitness,Explore,1,13-04-2025,9,Sunday,192,3,10,0,3279,4322,4.74,409,101,12,high
IG0024267,1,creator,9461,carousel,Travel,Home Feed,0,12-06-2025,2,Thursday,56,2,5,6,3319,4901,1.41,683,120,10,low
IG0024268,12,creator,13798,reel,Fashion,Reels Feed,1,14-05-2025,1,Wednesday,294,10,11,42,4920,6046,5.9,424,113,5,high
IG0024269,9,creator,6916,image,Lifestyle,Home Feed,1,10-04-2025,10,Thursday,452,13,21,78,9111,11003,5.13,984,113,18,high
IG0024270,10,creator,4542,image,Comedy,Hashtags,1,31-10-2025,23,Friday,294,8,17,45,4338,6820,5.34,919,103,10,high
IG0024271,18,brand,7486,carousel,Photography,External,0,21-07-2025,20,Monday,19,0,1,0,1145,1658,1.21,170,129,10,low
IG0024272,17,brand,15923,reel,Music,Profile,0,25-06-2025,22,Wednesday,467,15,27,70,9005,11220,5.16,79,109,10,high
IG0024273,19,brand,3447,carousel,Travel,Profile,0,23-04-2025,17,Wednesday,548,6,20,71,9479,10545,6.12,819,116,8,viral
IG0024274,4,brand,4972,image,Fashion,Home Feed,1,20-05-2025,23,Tuesday,251,6,14,55,5806,7539,4.32,550,120,12,high
IG0024275,16,brand,9696,carousel,Food,Hashtags,1,06-09-2025,0,Saturday,384,15,24,36,2441,3582,12.81,118,109,13,medium
IG0024276,7,creator,3551,reel,Fitness,External,1,13-11-2025,19,Thursday,751,24,35,125,19529,30056,3.11,218,115,5,medium
IG0024277,9,brand,6916,carousel,Technology,Hashtags,0,02-03-2025,6,Sunday,83,0,4,9,1915,2885,3.33,895,128,4,medium
IG0024278,8,brand,15986,image,Comedy,External,0,19-10-2025,14,Sunday,254,8,13,27,5157,6688,4.52,811,98,5,high
IG0024279,7,creator,3551,carousel,Beauty,Home Feed,0,12-10-2025,16,Sunday,266,8,11,43,8293,11531,2.84,262,125,11,medium
IG0024280,10,creator,4542,carousel,Comedy,Profile,0,15-05-2025,2,Thursday,170,0,14,31,2139,2644,8.13,486,129,7,viral
IG0024281,8,creator,15986,carousel,Technology,Profile,0,26-10-2025,15,Sunday,495,12,25,77,7005,9838,6.19,946,128,9,viral
IG0024282,17,creator,15923,image,Photography,Home Feed,0,24-01-2025,18,Friday,240,1,10,33,10022,11487,2.47,336,116,8,medium
IG0024283,12,brand,13798,image,Beauty,Home Feed,0,11-02-2025,20,Tuesday,208,9,16,33,4877,7293,3.65,240,123,7,medium
IG0024284,14,brand,3083,carousel,Beauty,Explore,0,13-10-2025,2,Monday,408,15,29,57,6849,8775,5.8,412,118,8,viral
IG0024285,12,creator,13798,carousel,Fashion,Reels Feed,0,28-03-2025,11,Friday,1857,42,104,295,28235,40069,5.74,725,112,6,viral
IG0024286,2,creator,22291,carousel,Comedy,External,0,25-03-2025,19,Tuesday,87,6,1,14,5962,7749,1.39,722,112,5,low
IG0024287,12,creator,13798,image,Travel,External,0,19-11-2024,21,Tuesday,59,2,1,8,5696,6777,1.03,138,119,10,low
IG0024288,14,creator,3083,reel,Technology,Reels Feed,1,24-04-2025,19,Thursday,274,12,12,46,4885,6460,5.33,636,122,6,high
IG0024289,7,creator,3551,carousel,Photography,Profile,0,08-01-2025,0,Wednesday,232,4,11,24,5378,6979,3.88,480,123,8,high
IG0024290,13,brand,5824,carousel,Photography,External,0,03-10-2025,6,Friday,195,0,15,26,3155,4159,5.67,302,123,9,viral
IG0024291,4,brand,4972,image,Music,Hashtags,1,20-04-2025,23,Sunday,578,20,25,95,12733,15261,4.7,332,133,9,high
IG0024292,1,brand,9461,image,Fitness,Hashtags,0,29-05-2025,22,Thursday,34,2,3,2,2008,2293,1.79,893,121,6,low
IG0024293,17,brand,15923,carousel,Fashion,Reels Feed,0,10-11-2025,4,Monday,375,9,24,54,5889,9368,4.93,755,141,8,high
IG0024294,3,creator,10018,carousel,Fashion,Reels Feed,1,04-05-2025,6,Sunday,96,4,3,16,3549,3995,2.98,906,120,10,medium
IG0024295,17,creator,15923,reel,Food,Reels Feed,1,05-10-2025,22,Sunday,203,0,14,33,3619,4579,5.46,979,100,5,viral
IG0024296,8,creator,15986,carousel,Fashion,Home Feed,0,01-07-2025,0,Tuesday,703,27,29,109,10945,13410,6.47,155,127,10,viral
IG0024297,3,creator,10018,image,Beauty,Hashtags,0,16-01-2025,23,Thursday,145,4,6,24,2301,3607,4.96,141,135,11,high
IG0024298,10,creator,4542,image,Food,Explore,0,18-10-2025,8,Saturday,83,5,5,15,1738,2546,4.24,475,128,4,high
IG0024299,2,creator,22291,carousel,Photography,External,1,11-04-2025,11,Friday,616,17,28,88,9835,14032,5.34,942,157,11,high
IG0024300,4,creator,4972,image,Travel,Reels Feed,1,28-07-2025,0,Monday,649,10,24,103,9116,14542,5.41,431,116,8,high
IG0024301,14,creator,3083,reel,Lifestyle,Explore,1,21-11-2024,14,Thursday,225,6,10,31,4124,6017,4.52,549,113,9,high
IG0024302,11,creator,9044,carousel,Fitness,External,0,10-07-2025,15,Thursday,704,19,31,123,11635,16318,5.37,263,115,10,high
IG0024303,14,creator,3083,image,Fitness,External,1,05-02-2025,14,Wednesday,114,1,5,8,10408,11879,1.08,276,125,6,low
IG0024304,13,creator,5824,reel,Travel,Profile,1,22-02-2025,16,Saturday,678,26,40,91,9702,14156,5.9,767,129,11,high
IG0024305,4,creator,4972,reel,Travel,Home Feed,0,29-06-2025,18,Sunday,60,0,1,12,2829,3196,2.28,689,119,7,low
IG0024306,2,creator,22291,image,Lifestyle,Reels Feed,1,22-04-2025,23,Tuesday,807,21,40,114,27802,39278,2.5,991,107,5,medium
IG0024307,2,brand,22291,carousel,Music,Home Feed,1,23-03-2025,12,Sunday,26,1,0,2,1748,2607,1.11,515,126,10,low
IG0024308,11,creator,9044,reel,Comedy,Profile,1,01-09-2025,11,Monday,111,4,8,17,4545,6965,2.01,898,125,8,low
IG0024309,5,creator,10739,reel,Fitness,External,0,11-01-2025,17,Saturday,536,20,36,96,6750,10645,6.46,771,115,6,viral
IG0024310,9,brand,6916,carousel,Music,External,0,13-05-2025,0,Tuesday,639,19,46,94,8543,12433,6.42,49,122,11,viral
IG0024311,20,creator,31095,carousel,Fashion,Explore,1,19-06-2025,13,Thursday,318,13,13,44,7554,9168,4.23,608,127,11,high
IG0024312,17,creator,15923,image,Travel,External,0,15-02-2025,10,Saturday,279,6,13,38,3942,5945,5.65,314,114,6,high
IG0024313,12,brand,13798,carousel,Food,External,1,03-05-2025,19,Saturday,208,5,8,34,10279,12252,2.08,818,118,9,low
IG0024314,18,creator,7486,image,Music,Hashtags,0,06-12-2024,11,Friday,149,8,4,22,2624,3458,5.29,446,111,10,high
IG0024315,3,creator,10018,reel,Music,Home Feed,0,30-03-2025,1,Sunday,211,5,8,35,4263,5641,4.59,296,118,4,high
IG0024316,5,creator,10739,reel,Fitness,Profile,0,16-02-2025,4,Sunday,292,9,21,59,5872,7687,4.96,575,98,9,high
IG0024317,20,creator,31095,reel,Photography,Home Feed,1,01-09-2025,4,Monday,83,1,4,0,4394,6241,1.41,277,111,6,low
IG0024318,14,creator,3083,carousel,Food,Explore,0,17-03-2025,8,Monday,225,3,11,39,3663,5120,5.43,767,117,8,viral
IG0024319,16,creator,9696,carousel,Comedy,Explore,0,15-03-2025,15,Saturday,194,0,9,0,2520,3100,6.55,961,126,6,viral
IG0024320,19,brand,3447,image,Fashion,Explore,0,02-09-2025,6,Tuesday,139,4,10,21,4867,7745,2.25,624,115,7,medium
IG0024321,9,creator,6916,image,Lifestyle,Explore,1,28-08-2025,11,Thursday,44,0,3,9,2667,3812,1.47,625,122,9,low
IG0024322,17,creator,15923,carousel,Technology,Profile,0,18-02-2025,14,Tuesday,44,1,1,7,1065,1676,3.16,466,120,12,medium
IG0024323,7,creator,3551,reel,Photography,Hashtags,0,28-06-2025,1,Saturday,192,6,7,31,6014,7447,3.17,156,113,10,medium
IG0024324,10,creator,4542,carousel,Fitness,Hashtags,1,07-02-2025,5,Friday,224,6,10,27,3289,4593,5.81,174,141,6,viral
IG0024325,4,creator,4972,image,Photography,External,0,07-03-2025,21,Friday,901,21,49,160,18323,23477,4.82,359,135,7,high
IG0024326,10,creator,4542,carousel,Food,Reels Feed,0,12-05-2025,9,Monday,185,4,9,22,3345,5134,4.29,33,115,5,high
IG0024327,3,brand,10018,carousel,Beauty,Explore,0,29-01-2025,0,Wednesday,168,4,9,26,3968,5460,3.79,681,121,11,medium
IG0024328,9,creator,6916,carousel,Comedy,Home Feed,0,23-11-2024,1,Saturday,478,18,22,66,10057,11558,5.05,303,129,13,high
IG0024329,13,creator,5824,reel,Fashion,Reels Feed,0,11-10-2025,17,Saturday,43,1,5,8,2699,2971,1.92,641,129,12,low
IG0024330,1,creator,9461,image,Photography,Home Feed,0,01-07-2025,16,Tuesday,396,6,20,57,5172,7182,6.67,262,111,9,viral
IG0024331,15,brand,8167,reel,Comedy,External,1,01-09-2025,15,Monday,503,14,28,70,10454,13800,4.46,836,117,7,high
IG0024332,15,creator,8167,image,Technology,Hashtags,0,26-04-2025,5,Saturday,239,10,13,34,3015,3944,7.51,476,135,10,viral
IG0024333,11,brand,9044,carousel,Fashion,Hashtags,0,06-12-2024,14,Friday,0,1,5,13,3089,3534,0.54,279,112,6,high
IG0024334,10,creator,4542,reel,Technology,Reels Feed,1,07-07-2025,13,Monday,0,7,16,40,3576,4413,1.43,384,112,8,viral
IG0024335,7,creator,3551,carousel,Music,Profile,0,14-02-2025,2,Friday,176,9,8,40,4950,7891,2.95,852,115,5,medium
IG0024336,1,creator,9461,carousel,Photography,Home Feed,1,09-12-2024,8,Monday,44,0,4,5,2606,4107,1.29,512,151,12,low
IG0024337,7,creator,3551,image,Technology,External,0,26-10-2025,7,Sunday,368,6,18,43,5556,7629,5.7,58,121,6,high
IG0024338,5,creator,10739,image,Comedy,Reels Feed,0,25-06-2025,6,Wednesday,377,7,16,51,7606,11348,3.97,287,109,7,high
IG0024339,16,creator,9696,image,Beauty,Hashtags,1,08-04-2025,13,Tuesday,527,20,24,79,11461,16221,4.01,545,132,13,medium
IG0024340,8,creator,15986,image,Lifestyle,Hashtags,0,27-08-2025,4,Wednesday,361,8,20,63,7353,11318,3.99,362,114,8,high
IG0024341,2,creator,22291,reel,Travel,Profile,1,11-05-2025,18,Sunday,601,20,19,84,15235,20006,3.62,227,104,8,medium
IG0024342,8,creator,15986,image,Beauty,Reels Feed,0,21-08-2025,14,Thursday,312,11,18,54,6430,9464,4.17,606,111,11,medium
IG0024343,14,creator,3083,carousel,Fitness,Profile,1,19-11-2024,10,Tuesday,344,10,12,53,5385,7356,5.7,569,124,11,high
IG0024344,4,creator,4972,reel,Beauty,External,1,01-05-2025,22,Thursday,289,7,15,45,5416,6326,5.63,735,137,6,viral
IG0024345,15,brand,8167,reel,Technology,Hashtags,0,13-07-2025,21,Sunday,168,2,12,27,4085,6020,3.47,505,139,11,medium
IG0024346,7,creator,3551,reel,Fitness,Profile,0,29-10-2025,1,Wednesday,470,16,26,66,5987,9520,6.07,377,134,13,viral
IG0024347,20,brand,31095,reel,Beauty,Profile,0,30-12-2024,4,Monday,64,1,4,11,1449,1775,4.51,254,121,6,high
IG0024348,8,creator,15986,image,Travel,Reels Feed,1,01-02-2025,4,Saturday,59,2,1,9,1126,1372,5.17,564,128,6,high
IG0024349,11,brand,9044,image,Comedy,Hashtags,0,25-03-2025,2,Tuesday,143,4,6,13,1982,3094,5.37,924,111,8,high
IG0024350,2,creator,22291,carousel,Lifestyle,Reels Feed,0,15-09-2025,11,Monday,70,2,1,15,2154,2663,3.3,411,98,13,medium
IG0024351,9,creator,6916,carousel,Technology,Explore,0,02-10-2025,1,Thursday,113,2,5,10,5307,6396,2.03,354,115,10,low
IG0024352,6,creator,10034,image,Photography,Profile,1,13-04-2025,1,Sunday,202,4,11,31,6545,7326,3.39,797,120,5,medium
IG0024353,1,creator,9461,image,Fashion,Home Feed,0,01-12-2024,11,Sunday,458,14,25,73,6086,8378,6.8,777,111,12,viral
IG0024354,3,brand,10018,carousel,Food,Explore,0,17-10-2025,4,Friday,713,22,47,102,9743,12131,7.29,788,138,11,viral
